variant_id,scored_interval,gene_id,gene_name,gene_type,gene_strand,junction_Start,junction_End,output_type,variant_scorer,track_name,track_strand,Assay title,ontology_curie,biosample_name,biosample_type,transcription_factor,histone_mark,gtex_tissue,raw_score,quantile_score
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001199 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001199,mucosa of stomach,tissue,,H3K4me3,,0.011329651,0.8189428
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001199 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001199,mucosa of stomach,tissue,,H3K9ac,,0.016613007,0.8712331
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001211 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,,H3K27ac,,0.03564167,0.93037623
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001211 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,,H3K36me3,,-0.009944916,-0.8986329
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001211 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,,H3K4me1,,0.02177906,0.90917575
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001211 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,,H3K4me3,,0.006723404,0.77719164
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001211 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,,H3K9me3,,0.0018835068,0.44984943
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001255 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001255,urinary bladder,tissue,,H3K27ac,,0.020379066,0.90298235
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001255 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001255,urinary bladder,tissue,,H3K4me3,,-0.004152298,-0.5689814
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001264 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,,H3K27ac,,0.01462841,0.8712331
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001264 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,,H3K36me3,,-0.009864807,-0.91499144
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001264 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,,H3K4me1,,0.021593094,0.90298235
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001264 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,,H3K4me3,,0.0013828278,0.2699999
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001264 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,,H3K9me3,,-0.0010528564,-0.11485085
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001323 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,,H3K27ac,,0.04347706,0.92557216
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001323 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,,H3K27me3,,-0.0048513412,-0.6807933
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001323 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,,H3K36me3,,-0.017466545,-0.90298235
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001323 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,,H3K4me1,,0.029403687,0.93488073
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001323 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,,H3K4me3,,0.0032978058,0.5993673
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001323 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,,H3K9me3,,-0.007123947,-0.64188623
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001383 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,,H3K27ac,,0.058678627,0.93910295
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001383 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,,H3K27me3,,-0.0073928833,-0.5689814
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001383 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,,H3K36me3,,-0.0053930283,-0.5919244
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001383 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,,H3K4me1,,0.055428505,0.92720795
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001383 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,,H3K4me3,,0.0,-0.18250792
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001383 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,,H3K9me3,,0.0052280426,0.40266997
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001496 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,,H3K27ac,,0.09858036,0.98438936
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001496 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,,H3K36me3,,-0.015612602,-0.95023745
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001496 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,,H3K4me1,,0.06248188,0.9840279
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001496 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,,H3K4me3,,0.017997742,0.91499144
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001496 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,,H3K9me3,,-0.0003604889,-0.11485085
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001515 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,,H3K27ac,,0.079488754,0.9840279
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001515 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,,H3K36me3,,-0.016768456,-0.95242816
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001515 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,,H3K4me1,,0.057340622,0.9803781
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001515 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,,H3K4me3,,0.027054787,0.94432205
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001621 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001621,coronary artery,tissue,,H3K27ac,,0.12815952,0.98327994
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001621 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001621,coronary artery,tissue,,H3K4me3,,0.039416313,0.9584504
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001774 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,,H3K27ac,,0.049344063,0.95242816
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001774 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,,H3K27me3,,-0.016553879,-0.7105387
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001774 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,,H3K36me3,,-0.0003681183,-0.12621911
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001774 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,,H3K4me1,,0.040193558,0.88937473
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001774 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,,H3K4me3,,0.013098717,0.8404825
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001774 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,,H3K9me3,,0.0058698654,0.4680602
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001871 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,,H3K27ac,,0.018842697,0.8263989
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001871 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,,H3K36me3,,-0.002465248,-0.4218197
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001871 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,,H3K4me1,,0.03310871,0.90917575
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001871 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,,H3K4me3,,0.016669273,0.8596574
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001871 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,,H3K9ac,,0.00863266,0.65525186
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001873 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,,H3K27ac,,0.023591995,0.8712331
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001873 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,,H3K36me3,,-0.005774498,-0.67455524
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001873 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,,H3K4me1,,0.03930092,0.9239011
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001873 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,,H3K4me3,,0.01817131,0.8626385
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001873 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,,H3K9ac,,0.010309219,0.71620387
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001987 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,,H3K27ac,,0.020607948,0.8917613
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001987 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,,H3K27me3,,-0.0012769699,-0.21573995
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001987 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,,H3K36me3,,-0.0022420883,-0.3831612
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001987 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,,H3K4me1,,0.012101173,0.64861906
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001987 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,,H3K4me3,,-0.0020914078,-0.5767315
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0001987 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,,H3K9me3,,-0.004135132,-0.4218197
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002037 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002037,cerebellum,tissue,,H3K4me3,,-0.103199005,-0.98289305
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002038 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,,H3K27ac,,0.020329475,0.8793248
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002038 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,,H3K36me3,,-0.0070848465,-0.7482746
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002038 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,,H3K4me1,,0.042697906,0.9417692
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002038 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,,H3K4me3,,0.018490791,0.88937473
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002038 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,,H3K9ac,,0.016960144,0.850352
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002046 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,,H3K27ac,,0.022063255,0.85351515
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002046 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,,H3K36me3,,-0.008841515,-0.91309357
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002046 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,,H3K4me1,,0.024306297,0.9111552
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002046 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,,H3K4me3,,0.0024280548,0.52033526
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002048 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,,H3K27ac,,0.046495438,0.9479486
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002048 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,,H3K27me3,,0.0003824234,-0.080576845
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002048 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,,H3K36me3,,-0.005935669,-0.6281189
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002048 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,,H3K4me1,,0.053260803,0.9565308
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002048 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,,H3K4me3,,0.0037078857,0.45900303
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002048 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,,H3K9ac,,0.012877464,0.7725826
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002048 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,,H3K9me3,,0.0009536743,0.080576845
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002078 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002078,right cardiac atrium,tissue,,H3K27ac,,0.09640789,0.9824973
chr2:25234373:C>T,chr2:25168837-25299909:.,,,,,,,CHIP_HISTONE,"CenterMaskScorer(requested_output=CHIP_HISTONE, width=2001, aggregation_type=DIFF_LOG2_SUM)",UBERON:0002078 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002078,right cardiac atrium,tissue,,H3K4me1,,0.10793018,0.98639375
