variant_id,scored_interval,gene_id,gene_name,gene_type,gene_strand,junction_Start,junction_End,output_type,variant_scorer,track_name,track_strand,Assay title,ontology_curie,biosample_name,biosample_type,gtex_tissue,raw_score,quantile_score
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0002713 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002713,Panc1,cell_line,,7.1525574e-06,0.034594152
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0002784 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002784,GM12878,cell_line,,6.198883e-06,0.046111226
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0002785 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002785,GM12891,cell_line,,0.00027132034,0.23762526
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0002786 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002786,GM12892,cell_line,,0.00051546097,0.36330444
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0002791 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002791,HeLa-S3,cell_line,,3.385544e-05,0.080576845
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0002824 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002824,HCT116,cell_line,,8.9645386e-05,0.16011412
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0003042 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0003042,H1,cell_line,,0.00030231476,0.30177534
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0003072 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0003072,SK-N-SH,cell_line,,-0.0011491776,-0.62108356
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0005234 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005234,PFSK-1,cell_line,,0.00026273727,0.30177534
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0005237 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005237,U-87 MG,cell_line,,0.0001244545,0.18250792
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0005714 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005714,LHCN-M2,cell_line,,-1.4305115e-06,-0.034594152
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0005723 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005723,GM23248,cell_line,,2.3841858e-06,0.092026785
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0005725 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005725,BE2C,cell_line,,-0.0007390976,-0.45900303
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0007950 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0007950,GM23338,cell_line,,0.00011062622,0.16011412
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),EFO:0009747 total RNA-seq,.,total RNA-seq,EFO:0009747,WTC11,cell_line,,3.4809113e-05,0.092026785
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),NTR:0000524 polyA plus RNA-seq,.,polyA plus RNA-seq,NTR:0000524,fibroblast of skin of scalp,primary_cell,,2.4795532e-05,0.17133315
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000007 gtex Pituitary polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000007,pituitary gland,tissue,Pituitary,-0.0016212463,-0.71620387
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000059 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000059,large intestine,tissue,,0.00016498566,0.19363573
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000458 gtex Cervix_Endocervix polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000458,endocervix,tissue,Cervix_Endocervix,0.00058221817,0.3929598
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000473 gtex Testis polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000473,testis,tissue,Testis,0.0058660507,0.9799247
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000473 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000473,testis,tissue,,0.00053453445,0.4218197
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000945 gtex Stomach polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,Stomach,-0.00012397766,-0.12621911
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000945 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,,-0.0010266304,-0.60670805
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000948 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000948,heart,tissue,,-5.9127808e-05,-0.17133315
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000992 gtex Ovary polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000992,ovary,tissue,Ovary,0.0008277893,0.5033086
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000992 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000992,ovary,tissue,,0.002623558,0.87398493
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000995 gtex Uterus polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000995,uterus,tissue,Uterus,0.00053977966,0.3929598
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0000996 gtex Vagina polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0000996,vagina,tissue,Vagina,0.00014209747,0.14885359
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001114 gtex Liver polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001114,right lobe of liver,tissue,Liver,8.440018e-05,0.10345244
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001150 gtex Pancreas polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001150,body of pancreas,tissue,Pancreas,3.0994415e-05,0.057616055
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001157 gtex Colon_Transverse polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001157,transverse colon,tissue,Colon_Transverse,0.0004925728,0.34311208
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001159 gtex Colon_Sigmoid polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001159,sigmoid colon,tissue,Colon_Sigmoid,0.00028514862,0.24847962
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001211 gtex Small_Intestine_Terminal_Ileum polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001211,Peyer's patch,tissue,Small_Intestine_Terminal_Ileum,0.00069761276,0.4218197
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001224 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001224,renal pelvis,tissue,,0.0006623268,0.48588192
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001225 gtex Kidney_Cortex polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001225,cortex of kidney,tissue,Kidney_Cortex,0.0007071495,0.4312567
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001255 gtex Bladder polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001255,urinary bladder,tissue,Bladder,0.00013589859,0.14885359
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001293 gtex Kidney_Medulla polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001293,outer medulla of kidney,tissue,Kidney_Medulla,0.00069618225,0.4312567
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001323 gtex Nerve_Tibial polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001323,tibial nerve,tissue,Nerve_Tibial,0.0015745163,0.71620387
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001383 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001383,muscle of leg,tissue,,0.00017929077,0.18250792
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001496 gtex Artery_Aorta polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001496,ascending aorta,tissue,Artery_Aorta,0.00023555756,0.23762526
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001499 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001499,muscle of arm,tissue,,0.00013971329,0.19363573
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001621 gtex Artery_Coronary polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001621,coronary artery,tissue,Artery_Coronary,0.0002245903,0.21573995
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001774 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001774,muscle of trunk,tissue,,0.00013113022,0.18250792
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001870 gtex Brain_Cortex polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001870,frontal cortex,tissue,Brain_Cortex,0.0010552406,0.553174
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001873 gtex Brain_Caudate_basal_ganglia polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001873,caudate nucleus,tissue,Brain_Caudate_basal_ganglia,0.0007996559,0.4680602
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001874 gtex Brain_Putamen_basal_ganglia polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001874,putamen,tissue,Brain_Putamen_basal_ganglia,0.00022315979,0.18250792
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001876 gtex Brain_Amygdala polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001876,amygdala,tissue,Brain_Amygdala,0.00042438507,0.30177534
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001882 gtex Brain_Nucleus_accumbens_basal_ganglia polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001882,nucleus accumbens,tissue,Brain_Nucleus_accumbens_basal_ganglia,2.2411346e-05,0.023067882
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001898 gtex Brain_Hypothalamus polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001898,hypothalamus,tissue,Brain_Hypothalamus,-0.00021076202,-0.16011412
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0001954 gtex Brain_Hippocampus polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001954,Ammon's horn,tissue,Brain_Hippocampus,0.00079393387,0.45900303
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002037 gtex Brain_Cerebellum polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002037,cerebellum,tissue,Brain_Cerebellum,0.00046348572,0.3225975
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002038 gtex Brain_Substantia_nigra polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002038,substantia nigra,tissue,Brain_Substantia_nigra,0.00083351135,0.494645
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002046 gtex Thyroid polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002046,thyroid gland,tissue,Thyroid,6.341934e-05,0.0691056
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002106 gtex Spleen polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,Spleen,0.0006747246,0.3929598
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002106 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,,0.00034427643,0.3225975
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002107 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002107,liver,tissue,,-7.1525574e-06,-0.034594152
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002108 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002108,small intestine,tissue,,0.0006198883,0.4406003
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002113 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002113,kidney,tissue,,0.0018696785,0.7990283
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002167 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002167,right lung,tissue,,0.0013055801,0.6929783
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002168 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002168,left lung,tissue,,0.00029039383,0.30177534
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002190 gtex Adipose_Subcutaneous polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002190,subcutaneous adipose tissue,tissue,Adipose_Subcutaneous,0.0004863739,0.36330444
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002240 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002240,spinal cord,tissue,,0.0013995171,0.72177625
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002245 gtex Brain_Cerebellar_Hemisphere polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002245,cerebellar hemisphere,tissue,Brain_Cerebellar_Hemisphere,0.0007815361,0.4680602
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002324 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002324,muscle of back,tissue,,0.00026845932,0.30177534
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002367 gtex Prostate polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002367,prostate gland,tissue,Prostate,0.00020837784,0.17133315
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002369 gtex Adrenal_Gland polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002369,adrenal gland,tissue,Adrenal_Gland,-0.00013017654,-0.1375543
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002369 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002369,adrenal gland,tissue,,0.00014162064,0.20471394
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0002370 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002370,thymus,tissue,,-0.000623703,-0.3929598
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0003662 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0003662,forelimb muscle,tissue,,0.00021028519,0.28066123
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0003663 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0003663,hindlimb muscle,tissue,,6.2942505e-05,0.16011412
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0003889 gtex Fallopian_Tube polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0003889,fallopian tube,tissue,Fallopian_Tube,0.00041627884,0.3122239
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0004264 gtex Skin_Sun_Exposed_Lower_leg polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0004264,lower leg skin,tissue,Skin_Sun_Exposed_Lower_leg,0.00018072128,0.17133315
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0004538 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0004538,left kidney,tissue,,0.0005698204,0.44984943
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0004550 gtex Esophagus_Gastroesophageal_Junction polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0004550,gastroesophageal sphincter,tissue,Esophagus_Gastroesophageal_Junction,0.0002245903,0.22671121
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0004648 gtex Esophagus_Muscularis polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,Esophagus_Muscularis,0.00022697449,0.23762526
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0005270 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0005270,renal cortex interstitium,tissue,,0.0008125305,0.545117
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0006330 gtex Minor_Salivary_Gland polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0006330,anterior lingual gland,tissue,Minor_Salivary_Gland,-0.00020694733,-0.17133315
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0006469 gtex Brain_Spinal_cord_cervical_c-1 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0006469,C1 segment of cervical spinal cord,tissue,Brain_Spinal_cord_cervical_c-1,0.0007586479,0.4680602
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0006566 gtex Heart_Left_Ventricle polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0006566,left ventricle myocardium,tissue,Heart_Left_Ventricle,9.393692e-05,0.1375543
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0006631 gtex Heart_Atrial_Appendage polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0006631,right atrium auricular region,tissue,Heart_Atrial_Appendage,-7.343292e-05,-0.092026785
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0006920 gtex Esophagus_Mucosa polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0006920,esophagus squamous epithelium,tissue,Esophagus_Mucosa,0.00013065338,0.14885359
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0007610 gtex Artery_Tibial polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0007610,tibial artery,tissue,Artery_Tibial,0.00021982193,0.23762526
chr2:25234373:C>T,chr2:25168837-25299909:.,ENSG00000115138,POMC,protein_coding,-,,,RNA_SEQ,GeneMaskLFCScorer(requested_output=RNA_SEQ),UBERON:0008367 gtex Breast_Mammary_Tissue polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0008367,breast epithelium,tissue,Breast_Mammary_Tissue,0.0008716583,0.5118722
